0 2.6474170496 -0.71691837028
0.01 2.6474170496 -0.71691837028
0.02 2.6475209187 -0.71822448515
0.03 2.6476898924 -0.720390520166667
0.04 2.6479177825 -0.723400305
0.05 2.6481959738 -0.72723132924
0.06 2.64851347083333 -0.731854869733333
0.07 2.64885695971429 -0.737236152785714
0.08 2.649210881 -0.7433345506125
0.09 2.64955751588889 -0.7501038107
0.1 2.649877084 -0.75749231681
0.11 2.65014785254545 -0.765443380109091
0.12 2.65034625608333 -0.773895558641667
0.13 2.65044702653846 -0.782783003384615
0.14 2.6504233325 -0.792035828785714
0.15 2.65024692666667 -0.801580505733333
0.16 2.649888301375 -0.8113402743125
0.17 2.64931685082353 -0.821235574882353
0.18 2.64850103894444 -0.831184493222222
0.19 2.64740857252632 -0.841103219473684
0.2 2.64600657815 -0.8509065161
0.21 2.64426178204762 -0.860508193333333
0.22 2.64214069195455 -0.869821589136364
0.23 2.63960977995652 -0.878760050913043
0.24 2.63663566529167 -0.887237415666667
0.25 2.6331852958 -0.89516848704
0.26 2.62922612776923 -0.902469505038462
0.27 2.62472630225926 -0.909058607
0.28 2.61965481742857 -0.914856276285714
0.29 2.6139816962069 -0.919785777034483
0.3 2.60767814773333 -0.9237735714
0.31 2.60071672209677 -0.926749718064516
0.32 2.5930714575 -0.92864824903125
0.33 2.58471801912121 -0.929407522969697
0.34 2.57563382885294 -0.928970552970588
0.35 2.56579818502857 -0.927285307142857
0.36 2.55519237208333 -0.924304980194445
0.37 2.54379975910811 -0.919988234864865
0.38 2.53160588694737 -0.9142994115
0.39 2.51859854361538 -0.907208705282051
0.4 2.50476782725 -0.898692309775
0.41 2.49010619707317 -0.888732526317073
0.42 2.47460851142857 -0.877317839
0.43 2.45827205232558 -0.86444295455814
0.44 2.44109653909091 -0.850108807681818
0.45 2.42308412733333 -0.834322531311111
0.46 2.40423939630435 -0.817097393043478
0.47 2.38456932340426 -0.798452697574468
0.48 2.36408324625 -0.778413656291667
0.49 2.34279281367347 -0.757011225204082
0.5 2.3207119244 -0.73428191186
0.51 2.29785665490196 -0.710267553156863
0.52 2.27424517711538 -0.685015065230769
